id|id|name|url
0|0|WvusU|http://dbpedia.org/ontology/WvusU
1|1|cIYzN|http://dbpedia.org/ontology/cIYzN
2|2|At|http://dbpedia.org/ontology/At
3|3|XDc|http://dbpedia.org/ontology/XDc
4|4|FtSNiR|http://dbpedia.org/ontology/FtSNiR
5|5|TKWbeU|http://dbpedia.org/ontology/TKWbeU
6|6|AoTSQbS|http://dbpedia.org/ontology/AoTSQbS
7|7|RSsmIPRN|http://dbpedia.org/ontology/RSsmIPRN
8|8|yik|http://dbpedia.org/ontology/yik
9|9|sdyoPw|http://dbpedia.org/ontology/sdyoPw
10|10|ts|http://dbpedia.org/ontology/ts
11|11|VgJnYM|http://dbpedia.org/ontology/VgJnYM
12|12|QFcI|http://dbpedia.org/ontology/QFcI
13|13|lzJaQI|http://dbpedia.org/ontology/lzJaQI
14|14|cwcF|http://dbpedia.org/ontology/cwcF
15|15|QUTIpLy|http://dbpedia.org/ontology/QUTIpLy
16|16|sHaQvkI|http://dbpedia.org/ontology/sHaQvkI
17|17|NQ|http://dbpedia.org/ontology/NQ
18|18|areAkO|http://dbpedia.org/ontology/areAkO
19|19|MKMu|http://dbpedia.org/ontology/MKMu
20|20|dqAlILjv|http://dbpedia.org/ontology/dqAlILjv
21|21|SxY|http://dbpedia.org/ontology/SxY
22|22|igqvZjVQ|http://dbpedia.org/ontology/igqvZjVQ
23|23|xcEhRPt|http://dbpedia.org/ontology/xcEhRPt
24|24|wydwLl|http://dbpedia.org/ontology/wydwLl
25|25|uIroGre|http://dbpedia.org/ontology/uIroGre
26|26|XULY|http://dbpedia.org/ontology/XULY
27|27|IRW|http://dbpedia.org/ontology/IRW
28|28|tamKR|http://dbpedia.org/ontology/tamKR
29|29|xN|http://dbpedia.org/ontology/xN
30|30|blRoxo|http://dbpedia.org/ontology/blRoxo
31|31|QEDHi|http://dbpedia.org/ontology/QEDHi
32|32|GfGfLOw|http://dbpedia.org/ontology/GfGfLOw
33|33|TpLhcdQZ|http://dbpedia.org/ontology/TpLhcdQZ
34|34|WAg|http://dbpedia.org/ontology/WAg
35|35|RF|http://dbpedia.org/ontology/RF
36|36|qVkVEvo|http://dbpedia.org/ontology/qVkVEvo
37|37|aupNkN|http://dbpedia.org/ontology/aupNkN
38|38|DfJM|http://dbpedia.org/ontology/DfJM
39|39|mcIhblpr|http://dbpedia.org/ontology/mcIhblpr
40|40|uzsr|http://dbpedia.org/ontology/uzsr
41|41|NvGdFgzX|http://dbpedia.org/ontology/NvGdFgzX
42|42|jkrOPBa|http://dbpedia.org/ontology/jkrOPBa
43|43|PCHYF|http://dbpedia.org/ontology/PCHYF
44|44|NwW|http://dbpedia.org/ontology/NwW
45|45|vOaHDVN|http://dbpedia.org/ontology/vOaHDVN
46|46|bWfyrOK|http://dbpedia.org/ontology/bWfyrOK
47|47|cCMe|http://dbpedia.org/ontology/cCMe
48|48|DIH|http://dbpedia.org/ontology/DIH
49|49|Ob|http://dbpedia.org/ontology/Ob
50|50|KxBinD|http://dbpedia.org/ontology/KxBinD
51|51|qZG|http://dbpedia.org/ontology/qZG
52|52|ccB|http://dbpedia.org/ontology/ccB
53|53|wrM|http://dbpedia.org/ontology/wrM
54|54|vOTZ|http://dbpedia.org/ontology/vOTZ
55|55|yiyCwCUi|http://dbpedia.org/ontology/yiyCwCUi
56|56|xs|http://dbpedia.org/ontology/xs
57|57|cldBsc|http://dbpedia.org/ontology/cldBsc
58|58|wFfsZ|http://dbpedia.org/ontology/wFfsZ
59|59|zUGS|http://dbpedia.org/ontology/zUGS
60|60|xtEY|http://dbpedia.org/ontology/xtEY
61|61|ca|http://dbpedia.org/ontology/ca
62|62|mBQfo|http://dbpedia.org/ontology/mBQfo
63|63|QuukyAh|http://dbpedia.org/ontology/QuukyAh
64|64|fZczBZi|http://dbpedia.org/ontology/fZczBZi
65|65|vfob|http://dbpedia.org/ontology/vfob
66|66|kDFb|http://dbpedia.org/ontology/kDFb
67|67|HUwX|http://dbpedia.org/ontology/HUwX
68|68|NRj|http://dbpedia.org/ontology/NRj
69|69|rjGvrIzS|http://dbpedia.org/ontology/rjGvrIzS
70|70|YAE|http://dbpedia.org/ontology/YAE
71|71|ItundZV|http://dbpedia.org/ontology/ItundZV
72|72|PcAnzNA|http://dbpedia.org/ontology/PcAnzNA
73|73|ZCkIIHb|http://dbpedia.org/ontology/ZCkIIHb
74|74|HuBHuG|http://dbpedia.org/ontology/HuBHuG
75|75|ezxSE|http://dbpedia.org/ontology/ezxSE
76|76|nMq|http://dbpedia.org/ontology/nMq
77|77|pdSeG|http://dbpedia.org/ontology/pdSeG
78|78|DIYMQHn|http://dbpedia.org/ontology/DIYMQHn
79|79|qhKyE|http://dbpedia.org/ontology/qhKyE
80|80|BiTa|http://dbpedia.org/ontology/BiTa
81|81|XZrMPK|http://dbpedia.org/ontology/XZrMPK
82|82|Vdf|http://dbpedia.org/ontology/Vdf
83|83|Qjj|http://dbpedia.org/ontology/Qjj
84|84|XbYK|http://dbpedia.org/ontology/XbYK
85|85|qUXQAPt|http://dbpedia.org/ontology/qUXQAPt
86|86|LUnKVG|http://dbpedia.org/ontology/LUnKVG
87|87|NR|http://dbpedia.org/ontology/NR
88|88|iWD|http://dbpedia.org/ontology/iWD
89|89|mOUflv|http://dbpedia.org/ontology/mOUflv
90|90|XIVrf|http://dbpedia.org/ontology/XIVrf
91|91|TWfe|http://dbpedia.org/ontology/TWfe
92|92|btsZz|http://dbpedia.org/ontology/btsZz
93|93|Os|http://dbpedia.org/ontology/Os
94|94|YO|http://dbpedia.org/ontology/YO
95|95|JdHdIsA|http://dbpedia.org/ontology/JdHdIsA
96|96|PIkjPWCm|http://dbpedia.org/ontology/PIkjPWCm
97|97|gvhBnGBe|http://dbpedia.org/ontology/gvhBnGBe
98|98|VUUMNdRU|http://dbpedia.org/ontology/VUUMNdRU
99|99|BoLo|http://dbpedia.org/ontology/BoLo
100|100|TAqjztxd|http://dbpedia.org/ontology/TAqjztxd
101|101|sKDIt|http://dbpedia.org/ontology/sKDIt
102|102|mp|http://dbpedia.org/ontology/mp
103|103|GKpvPG|http://dbpedia.org/ontology/GKpvPG
104|104|yHf|http://dbpedia.org/ontology/yHf
105|105|XKEA|http://dbpedia.org/ontology/XKEA
106|106|PzWMc|http://dbpedia.org/ontology/PzWMc
107|107|FOeNj|http://dbpedia.org/ontology/FOeNj
108|108|bZo|http://dbpedia.org/ontology/bZo
109|109|LF|http://dbpedia.org/ontology/LF
110|110|aovAvalv|http://dbpedia.org/ontology/aovAvalv
111|111|qv|http://dbpedia.org/ontology/qv
112|112|huL|http://dbpedia.org/ontology/huL
113|113|ynboRQY|http://dbpedia.org/ontology/ynboRQY
114|114|rZs|http://dbpedia.org/ontology/rZs
115|115|kZgKNbnl|http://dbpedia.org/ontology/kZgKNbnl
116|116|YIpqDfY|http://dbpedia.org/ontology/YIpqDfY
117|117|SuzFVnXl|http://dbpedia.org/ontology/SuzFVnXl
118|118|bE|http://dbpedia.org/ontology/bE
119|119|vgwUoji|http://dbpedia.org/ontology/vgwUoji
120|120|WvUuDJ|http://dbpedia.org/ontology/WvUuDJ
121|121|GQ|http://dbpedia.org/ontology/GQ
122|122|HjfGQcVP|http://dbpedia.org/ontology/HjfGQcVP
123|123|JqtxNZui|http://dbpedia.org/ontology/JqtxNZui
124|124|ds|http://dbpedia.org/ontology/ds
125|125|znAVqJ|http://dbpedia.org/ontology/znAVqJ
126|126|YCvfNCNF|http://dbpedia.org/ontology/YCvfNCNF
127|127|KVr|http://dbpedia.org/ontology/KVr
128|128|nMtBl|http://dbpedia.org/ontology/nMtBl
129|129|jas|http://dbpedia.org/ontology/jas
130|130|GTqiQgU|http://dbpedia.org/ontology/GTqiQgU
131|131|gWWn|http://dbpedia.org/ontology/gWWn
132|132|ZAQ|http://dbpedia.org/ontology/ZAQ
133|133|mlXi|http://dbpedia.org/ontology/mlXi
134|134|jbaxqlz|http://dbpedia.org/ontology/jbaxqlz
