id|id|name|url
0|0|Uruguay|http://dbpedia.org/resource/Uruguay
1|1|Uruguay|http://dbpedia.org/resource/Uruguay
2|2|Rwanda|http://dbpedia.org/resource/Rwanda
3|3|Wales|http://dbpedia.org/resource/Wales
4|4|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
5|5|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
6|6|Wales|http://dbpedia.org/resource/Wales
7|7|Brazil|http://dbpedia.org/resource/Brazil
8|8|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
9|9|Singapore|http://dbpedia.org/resource/Singapore
10|10|Wales|http://dbpedia.org/resource/Wales
11|11|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
12|12|Rwanda|http://dbpedia.org/resource/Rwanda
13|13|Scotland|http://dbpedia.org/resource/Scotland
14|14|Wales|http://dbpedia.org/resource/Wales
15|15|Scotland|http://dbpedia.org/resource/Scotland
16|16|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
17|17|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
18|18|Wales|http://dbpedia.org/resource/Wales
19|19|Brazil|http://dbpedia.org/resource/Brazil
20|20|Scotland|http://dbpedia.org/resource/Scotland
21|21|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
22|22|Brazil|http://dbpedia.org/resource/Brazil
23|23|Scotland|http://dbpedia.org/resource/Scotland
24|24|Wales|http://dbpedia.org/resource/Wales
25|25|Wales|http://dbpedia.org/resource/Wales
26|26|Scotland|http://dbpedia.org/resource/Scotland
27|27|Scotland|http://dbpedia.org/resource/Scotland
28|28|Scotland|http://dbpedia.org/resource/Scotland
29|29|Uruguay|http://dbpedia.org/resource/Uruguay
30|30|Uruguay|http://dbpedia.org/resource/Uruguay
31|31|Uruguay|http://dbpedia.org/resource/Uruguay
32|32|Scotland|http://dbpedia.org/resource/Scotland
33|33|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
34|34|Singapore|http://dbpedia.org/resource/Singapore
35|35|Uruguay|http://dbpedia.org/resource/Uruguay
36|36|Scotland|http://dbpedia.org/resource/Scotland
37|37|Rwanda|http://dbpedia.org/resource/Rwanda
